Entity,Code,Year,Coal consumption - TWh,Oil consumption - TWh,Gas consumption - TWh,Nuclear consumption - TWh,Hydro consumption - TWh,Wind consumption - TWh,Solar consumption - TWh,Other renewables (including geothermal and biomass) - TWh
Africa,,1965,323.49615,342.1337,9.571929,0,41.118813,0,,
Africa,,1966,323.1222,370.45,10.698091,0,45.862915,0,,
Africa,,1967,330.29156,369.19354,10.573845,0,47.875538,0,,
Africa,,1968,343.5129,390.3657,10.717145,0,56.00047,0,,
Africa,,1969,346.64288,398.15326,12.520175,0,65.3521,0,,
Africa,,1970,360.7569,435.02704,15.5485,0,81.70287,0,,
Africa,,1971,383.0123,474.3054,18.405262,0,76.92131,0,0,0.52352136
Africa,,1972,384.21082,510.7296,24.670656,0,87.62504,0,0,0.5267136
Africa,,1973,408.9103,549.80396,39.551792,0,92.68892,0,0,0.5426747
Africa,,1974,425.64618,569.7385,44.518486,0,105.46715,0,0,0.5586358
Africa,,1975,451.08047,597.671,53.63838,0,111.53163,0,0,0.54905915
Africa,,1976,481.07413,652.5852,60.98139,0,123.59514,0,0,0.59055775
Africa,,1977,491.69846,695.1952,68.23419,0,135.81085,0,0,0.6033267
Africa,,1978,477.81558,732.366,97.369896,0,136.92912,0,0,0.6224797
Africa,,1979,507.24698,771.1747,148.8428,0,146.56386,0,0,0.64163303
Africa,,1980,543.55707,818.15454,186.91397,0,142.85742,0,0,0.66078633
Africa,,1981,635.79877,885.4927,228.49115,0,148.41988,0,0,0.6959005
Africa,,1982,701.17584,926.532,246.73354,0,148.4593,0,0,0.7533603
Africa,,1983,713.24603,964.7042,271.27533,0,133.79536,0,0,0.7342069
Africa,,1984,762.8979,982.0362,259.90277,11.137245,131.55637,0,0,0.7469758
Africa,,1985,787.16583,1007.3241,278.84274,15.081391,146.22218,0,0,0.8587031
Africa,,1986,805.356,984.45636,313.27118,24.978643,151.23631,0,0,1.9731369
Africa,,1987,828.3197,1038.56,323.38437,17.498955,145.05942,0,0,1.9731369
Africa,,1988,890.16077,1081.7913,358.44452,29.774042,158.47527,0,0,1.8837552
Africa,,1989,835.62085,1117.5557,371.47104,31.493576,166.40814,0,0,1.8550252
Africa,,1990,877.6782,1135.9592,398.64536,23.974163,169.30139,0,0,2.4564898
Africa,,1991,853.76215,1141.9103,401.6356,25.946236,179.3458,0,0,2.5178437
Africa,,1992,858.8312,1164.2032,421.27026,26.35484,171.09227,0,0,2.6294963
Africa,,1993,871.7139,1176.1725,412.64395,20.58617,167.60956,0.005913972,0,2.9341135
Africa,,1994,894.4478,1214.283,431.82794,27.51538,170.3109,0.015967749,0,2.6102505
Africa,,1995,922.47125,1256.2194,461.2435,32.066753,176.68094,0.018629028,0,3.1447382
Africa,,1996,935.2283,1283.562,484.19174,33.41174,184.21408,0.020994611,0,3.9078012
Africa,,1997,959.01904,1324.0258,474.47552,35.88605,188.75021,0.021290332,0,4.327747
Africa,,1998,937.03894,1355.3862,499.33698,38.593037,197.09778,0.02247311,0,5.3564506
Africa,,1999,966.0107,1404.9454,504.01962,36.42518,209.0126,0.058548413,0,5.315038
Africa,,2000,963.73047,1408.3779,556.8223,36.91607,222.54736,0.51895165,0.035752952,7.107958
Africa,,2001,975.9262,1423.5013,634.6361,30.217817,237.59116,1.2208858,0.044716008,7.316493
Africa,,2002,934.42163,1457.352,670.636,33.585613,248.19571,1.2947483,0.048787553,7.2297087
Africa,,2003,1017.0484,1501.7174,711.536,35.24046,239.49504,1.5533037,0.057321742,8.123078
Africa,,2004,1119.1619,1571.9252,783.10583,36.957523,251.35294,2.2139196,0.06881922,9.196763
Africa,,2005,1039.0729,1641.2847,808.0279,31.029053,254.39394,2.234574,0.08097015,9.352789
Africa,,2006,1054.097,1656.8494,843.74774,27.375378,261.93423,2.4260116,0.10333422,11.769358
Africa,,2007,1071.6333,1720.8945,900.41455,30.707249,269.20425,2.8737857,0.13014653,9.738866
Africa,,2008,1180.7251,1807.1218,935.5027,35.065548,272.50143,3.6865554,0.18204114,10.090342
Africa,,2009,1176.002,1872.0237,941.2384,34.31848,278.06058,4.439171,0.24054939,10.981456
Africa,,2010,1167.1663,1952.0454,981.41986,36.028275,298.88947,6.341432,0.56622505,11.534144
Africa,,2011,1149.025,1921.6882,1061.5934,34.154095,305.48254,6.587177,1.6285458,11.9324665
Africa,,2012,1120.1858,2045.3468,1147.4294,34.119267,304.0541,6.902971,2.6149163,12.890129
Africa,,2013,1132.1521,2122.528,1170.0557,36.891415,319.46957,9.799588,2.02142,13.737261
Africa,,2014,1185.7092,2144.3142,1202.3503,35.859425,335.64435,13.714155,5.0303717,16.262276
Africa,,2015,1123.2715,2202.6306,1307.7611,31.62243,325.15683,24.002117,9.552474,20.31829
Africa,,2016,1191.6005,2221.6062,1350.4666,38.599903,318.748,29.925493,14.083063,20.569706
Africa,,2017,1192.7607,2265.2363,1455.7446,36.245564,333.314,36.231094,18.359642,21.001917
Africa,,2018,1170.1332,2299.4292,1553.0098,29.399641,354.8045,39.06295,22.025198,22.725414
Africa,,2019,1236.2761,2295.1206,1576.5094,33.520515,365.04114,50.83042,29.036043,23.02314
Africa,,2020,1195.1685,2055.2783,1541.8435,24.957308,387.8126,50.192425,39.71691,22.105665
Africa,,2021,1197.929,2242.3945,1766.1251,31.02282,399.0163,60.077843,45.35677,22.103886
Africa,,2022,1144.8707,2361.337,1747.1118,25.268139,407.38226,63.455307,46.35748,23.107666
Africa,,2023,1133.9897,2358.9668,1712.2908,22.19142,419.89966,72.270676,49.8679,26.758287
Africa (EI),,1965,323.49615,342.1337,9.571929,0,41.118813,0,,
Africa (EI),,1966,323.1222,370.45,10.698091,0,45.86291,0,,
Africa (EI),,1967,330.2916,369.1935,10.573844,0,47.875538,0,,
Africa (EI),,1968,343.51288,390.3657,10.717145,0,56.000465,0,,
Africa (EI),,1969,346.64288,398.15326,12.520175,0,65.35209,0,,
Africa (EI),,1970,360.7569,435.02707,15.5485,0,81.70288,0,,
Africa (EI),,1971,383.0123,474.30536,18.405264,0,76.92132,0,0,0.52352136
Africa (EI),,1972,384.21082,510.7296,24.670658,0,87.625046,0,0,0.5267136
Africa (EI),,1973,408.91034,549.804,39.551792,0,92.68892,0,0,0.5426747
Africa (EI),,1974,425.6462,569.7385,44.518486,0,105.467155,0,0,0.5586358
Africa (EI),,1975,451.08047,597.6711,53.638374,0,111.53163,0,0,0.54905915
Africa (EI),,1976,481.07416,652.5852,60.98139,0,123.595146,0,0,0.59055775
Africa (EI),,1977,491.69843,695.1952,68.23419,0,135.81087,0,0,0.6033267
Africa (EI),,1978,477.81558,732.366,97.369896,0,136.92912,0,0,0.6224797
Africa (EI),,1979,507.24698,771.1747,148.8428,0,146.56386,0,0,0.64163303
Africa (EI),,1980,543.55707,818.15454,186.91397,0,142.85742,0,0,0.66078633
Africa (EI),,1981,635.79877,885.4927,228.49113,0,148.41988,0,0,0.6959005
Africa (EI),,1982,701.17584,926.5319,246.73354,0,148.4593,0,0,0.7533603
Africa (EI),,1983,713.24603,964.7042,271.27536,0,133.79536,0,0,0.7342069
Africa (EI),,1984,762.8978,982.03625,259.90277,11.137245,131.55637,0,0,0.7469758
Africa (EI),,1985,787.1659,1007.3241,278.84274,15.081391,146.22218,0,0,0.8587031
Africa (EI),,1986,805.356,984.45636,313.27118,24.978643,151.23631,0,0,1.9731369
Africa (EI),,1987,828.3197,1038.56,323.38437,17.498955,145.05942,0,0,1.9731369
Africa (EI),,1988,890.16077,1081.7911,358.44455,29.774042,158.47527,0,0,1.8837552
Africa (EI),,1989,835.62085,1117.5557,371.47104,31.493576,166.40816,0,0,1.8550252
Africa (EI),,1990,877.6782,1135.9592,398.6454,23.974163,169.3014,0,0,2.4564898
Africa (EI),,1991,853.76215,1141.9103,401.6356,25.946236,179.3458,0,0,2.5178437
Africa (EI),,1992,858.8311,1164.2032,421.27026,26.35484,171.09227,0,0,2.6294963
Africa (EI),,1993,871.7139,1176.1725,412.64398,20.58617,167.60956,0.005913972,0,2.9341135
Africa (EI),,1994,894.4478,1214.2828,431.82797,27.51538,170.3109,0.015967749,0,2.6102505
Africa (EI),,1995,922.47125,1256.2194,461.24347,32.066753,176.68092,0.018629028,0,3.1447382
Africa (EI),,1996,935.2283,1283.562,484.19174,33.41174,184.2141,0.020994611,0,3.9078012
Africa (EI),,1997,959.0191,1324.0258,474.47556,35.88605,188.75023,0.021290332,0,4.3277464
Africa (EI),,1998,937.03894,1355.3861,499.337,38.593037,197.0978,0.02247311,0,5.356451
Africa (EI),,1999,966.0107,1404.9454,504.01962,36.42518,209.01259,0.05854833,0,5.315038
Africa (EI),,2000,963.7305,1408.3778,556.8223,36.91607,222.54736,0.51895165,0.035753056,7.107958
Africa (EI),,2001,975.9262,1423.5012,634.6361,30.217817,237.59114,1.2208859,0.04471611,7.3164926
Africa (EI),,2002,934.4216,1457.352,670.636,33.585613,248.19571,1.2947483,0.048787497,7.2297087
Africa (EI),,2003,1017.0484,1501.7174,711.5361,35.24046,239.49503,1.5533036,0.05732194,8.123078
Africa (EI),,2004,1119.162,1571.9252,783.1059,36.957523,251.35295,2.2139199,0.068819165,9.196764
Africa (EI),,2005,1039.0729,1641.2847,808.0279,31.029053,254.39394,2.234574,0.08097,9.352789
Africa (EI),,2006,1054.0972,1656.8494,843.74774,27.375378,261.93423,2.426012,0.10333444,11.769358
Africa (EI),,2007,1071.6333,1720.8945,900.41455,30.707249,269.20425,2.873786,0.13014638,9.738866
Africa (EI),,2008,1180.7251,1807.1218,935.5027,35.065548,272.50143,3.6865556,0.18204111,10.090342
Africa (EI),,2009,1176.002,1872.0237,941.2384,34.31848,278.06055,4.439171,0.24054916,10.981457
Africa (EI),,2010,1167.1664,1952.0454,981.41986,36.028275,298.88947,6.3414316,0.5662247,11.534144
Africa (EI),,2011,1149.025,1921.6881,1061.5934,34.154095,305.48257,6.5871763,1.6285458,11.9324665
Africa (EI),,2012,1120.1858,2045.3467,1147.4296,34.119267,304.0541,6.9029713,2.6149163,12.890128
Africa (EI),,2013,1132.1521,2122.528,1170.0557,36.891415,319.46957,9.799588,2.02142,13.73726
Africa (EI),,2014,1185.7092,2144.3142,1202.3505,35.859425,335.64435,13.714156,5.030372,16.262276
Africa (EI),,2015,1123.2714,2202.6306,1307.7611,31.62243,325.15683,24.002117,9.552474,20.318289
Africa (EI),,2016,1191.6006,2221.606,1350.4667,38.599903,318.748,29.925491,14.083063,20.569706
Africa (EI),,2017,1192.7609,2265.2363,1455.7446,36.245564,333.31403,36.23109,18.359642,21.001917
Africa (EI),,2018,1170.1332,2299.4292,1553.0098,29.399641,354.80453,39.06295,22.025198,22.725412
Africa (EI),,2019,1236.2762,2295.1206,1576.5093,33.520515,365.0411,50.83042,29.036041,23.02314
Africa (EI),,2020,1195.1685,2055.2783,1541.8435,24.957308,387.81262,50.192425,39.71691,22.105665
Africa (EI),,2021,1197.9288,2242.3948,1766.1252,31.02282,399.0163,60.077843,45.356766,22.103888
Africa (EI),,2022,1144.8707,2361.337,1747.1118,25.268139,407.38223,63.455307,46.357483,23.107666
Africa (EI),,2023,1133.9897,2358.9668,1712.2908,22.19142,419.8996,72.27067,49.867897,26.75829
Algeria,DZA,1965,0.81409997,15.4052515,7.4305,0,1.1827958,,,
Algeria,DZA,1966,0.79083997,20.272705,7.7192497,0,1.0497311,,,
Algeria,DZA,1967,0.60476,18.94203,7.48825,0,1.2123655,,,
Algeria,DZA,1968,0.63965,20.167301,7.87325,0,1.664785,,,
Algeria,DZA,1969,0.81409997,21.305931,10.351687,0,1.067473,,,
Algeria,DZA,1970,0.96528995,24.34768,9.730875,0,1.7150539,,,
Algeria,DZA,1971,0.26749,27.440048,11.0494995,0,0.97580636,,,
Algeria,DZA,1972,0.23259999,30.121414,12.830125,0,1.4637097,,,
Algeria,DZA,1973,0.26749,32.900345,17.859186,0,2.2236557,,,
Algeria,DZA,1974,0.22096999,36.54384,20.6745,0,1.4696236,,,
Algeria,DZA,1975,0.27912,40.63067,28.49,0,0.9698925,,,
Algeria,DZA,1976,0.54660994,46.71773,33.6875,0,1.1502688,,,
Algeria,DZA,1977,0.70943,52.80649,35.901253,0,0.79543,,,
Algeria,DZA,1978,0.36053,54.607944,57.65375,0,0.73924726,,,
Algeria,DZA,1979,0.83736,65.31862,81.52374,0,0.8604839,,,
Algeria,DZA,1980,0.74432,66.20243,109.43624,0,0.75994605,,,
Algeria,DZA,1981,0.52335,71.323074,142.25749,0,1.0822581,,,
Algeria,DZA,1982,9.711049,75.57342,161.41124,0,1.4163978,,,
Algeria,DZA,1983,8.66435,84.89242,176.715,0,0.69489247,,,
Algeria,DZA,1984,9.60638,94.00201,155.25125,0,1.336559,,,
Algeria,DZA,1985,10.025061,96.5538,153.8075,0,1.910215,,,
Algeria,DZA,1986,10.292549,98.02125,168.43748,0,0.73924726,,,
Algeria,DZA,1987,12.30454,99.10052,172.2875,0,1.4755378,,,
Algeria,DZA,1988,11.571849,99.1726,194.13625,0,0.5411292,,,
Algeria,DZA,1989,9.78083,103.93665,182.68251,0,0.6682794,,,
Algeria,DZA,1990,7.66417,111.811615,195.09874,0,0.39919358,0,0,0
Algeria,DZA,1991,7.9084,110.627785,192.69249,0,0.86639774,0,0,0
Algeria,DZA,1992,9.397039,111.292656,198.94875,0,0.58844084,0,0,0
Algeria,DZA,1993,7.6525397,110.754875,178.54373,0,1.0438172,0,0,0
Algeria,DZA,1994,7.2106,106.05089,188.16875,0,0.49086028,0,0,0
Algeria,DZA,1995,7.2106,103.14228,202.22125,0,0.57069886,0,0,0
Algeria,DZA,1996,3.3959599,98.42207,207.70749,0,0.39919358,0,0,0
Algeria,DZA,1997,5.95456,97.64342,194.04001,0,0.22177416,0,0,0
Algeria,DZA,1998,6.37324,100.65875,200.68124,0,0.6357528,0,0,0
Algeria,DZA,1999,6.82681,98.898346,205.10875,0,0.6002689,0,0,0
Algeria,DZA,2000,5.6405497,103.13248,191.01292,0,0.1596775,0,0,0
Algeria,DZA,2001,6.5127997,106.77533,197.32211,0,0.2027075,0,0,0
Algeria,DZA,2002,8.54805,118.397224,194.83887,0,0.16637361,0,0,0
Algeria,DZA,2003,7.0477796,123.17411,205.93167,0,0.76853275,0,0,0
Algeria,DZA,2004,8.408489,128.74683,211.89917,0,0.72329473,0,0,0
Algeria,DZA,2005,6.9082203,134.21338,223.55986,0,1.5900536,0,0,0
Algeria,DZA,2006,10.25766,139.84572,228.4975,0,0.61916,0,0,0
Algeria,DZA,2007,8.80391,156.39,233.80681,0,0.63904226,0,0,0
Algeria,DZA,2008,8.80391,169.9159,244.04187,0,0.79524636,0,0,0
Algeria,DZA,2009,5.65218,180.13441,262.1176,0,0.9551075,0,0,0
Algeria,DZA,2010,3.6053,181.61191,253.27225,0,0.48017526,0,0.025257777,0
Algeria,DZA,2011,3.1982498,192.22765,267.9696,0,1.0427713,0,0.049983334,0
Algeria,DZA,2012,3.3959599,204.39526,298.74075,0,1.0666127,0,0.07327278,0
Algeria,DZA,2013,1.83754,213.57639,321.21512,0,0.26981637,0,0.077946946,0
Algeria,DZA,2014,2.08177,221.92514,360.91824,0,0.5228558,0.0027090972,0.16254583,0
Algeria,DZA,2015,1.5467899,236.14848,379.225,0,0.3904811,0.05116639,0.1561925,0
Algeria,DZA,2016,0.56987,229.56384,385.9625,0,0.19274665,0.051003054,0.65587413,0
Algeria,DZA,2017,2.1166599,225.51212,394.625,0,0.14903222,0.050564446,1.3412902,0
Algeria,DZA,2018,5.815,227.7859,434.0875,0,0.30955,0.026457276,1.5953735,0
Algeria,DZA,2019,4.80319,236.9513,450.54623,0,0.40066776,0.02635972,1.6211231,0
Algeria,DZA,2020,1.52353,211.92543,433.50037,0,0.13026388,0.020222416,1.799008,0
Algeria,DZA,2021,3.10521,221.20369,481.5291,0,0.024335083,0.027475111,1.7374732,0
Algeria,DZA,2022,2.17481,226.85338,503.38748,0,0.04171417,0.04171417,1.6920305,0
Algeria,DZA,2023,1.9329839,238.20117,462.96246,0,0.17866722,0.0415625,1.6858824,0
Angola,AGO,1965,,,,0,,,,
Angola,AGO,1966,,,,0,,,,
Angola,AGO,1967,,,,0,,,,
Angola,AGO,1968,,,,0,,,,
Angola,AGO,1969,,,,0,,,,
Angola,AGO,1970,,,,0,,,,
Angola,AGO,1971,,,,0,,,,
Angola,AGO,1972,,,,0,,,,
Angola,AGO,1973,,,,0,,,,
Angola,AGO,1974,,,,0,,,,
Angola,AGO,1975,,,,0,,,,
Angola,AGO,1976,,,,0,,,,
Angola,AGO,1977,,,,0,,,,
Angola,AGO,1978,,,,0,,,,
Angola,AGO,1979,,,,0,,,,
Angola,AGO,1980,,,,0,,,,
Angola,AGO,1981,,,,0,,,,
Angola,AGO,1982,,,,0,,,,
Angola,AGO,1983,,,,0,,,,
Angola,AGO,1984,,,,0,,,,
Angola,AGO,1985,,,,0,,,,
Angola,AGO,1986,,,,0,,,,
Angola,AGO,1987,,,,0,,,,
Angola,AGO,1988,,,,0,,,,
Angola,AGO,1989,,,,0,,,,
Angola,AGO,1990,,,,0,,,,
Angola,AGO,1991,,,,0,,,,
Angola,AGO,1992,,,,0,,,,
Angola,AGO,1993,,,,0,,,,
Angola,AGO,1994,,,,0,,,,
Angola,AGO,1995,,,,0,,,,
Angola,AGO,1996,,,,0,,,,
Angola,AGO,1997,,,,0,,,,
Angola,AGO,1998,,,,0,,,,
Angola,AGO,1999,,,,0,,,,
Angola,AGO,2000,,,,0,,,,
Angola,AGO,2001,,,,0,,,,
Angola,AGO,2002,,,,0,,,,
Angola,AGO,2003,,,,0,,,,
Angola,AGO,2004,,,,0,,,,
Angola,AGO,2005,,,,0,,,,
Angola,AGO,2006,,,,0,,,,
Angola,AGO,2007,,,,0,,,,
Angola,AGO,2008,,,,0,,,,
Angola,AGO,2009,,,,0,,,,
Angola,AGO,2010,,,,0,,,,
Angola,AGO,2011,,,,0,,,,
Angola,AGO,2012,,,,0,,,,
Angola,AGO,2013,,,,0,,,,
Angola,AGO,2014,,,,0,,,,
Angola,AGO,2015,,,,0,,,,
Angola,AGO,2016,,,,0,,,,
Angola,AGO,2017,,,,0,,,,
Angola,AGO,2018,,,,0,,,,
Angola,AGO,2019,,,,0,,,,
Angola,AGO,2020,,,,0,,,,
Angola,AGO,2021,,,,0,,,,
Angola,AGO,2022,,,,0,,,,
Angola,AGO,2023,,,,0,,,,
Argentina,ARG,1965,8.4550495,275.2159,41.234,0,3.6226556,,,0
Argentina,ARG,1966,6.971818,283.8763,44.657196,0,3.6694174,,,0
Argentina,ARG,1967,7.840397,290.73495,46.699448,0,3.7574391,,,0
Argentina,ARG,1968,7.619035,296.7972,51.999577,0,4.428607,,,0
Argentina,ARG,1969,9.1221695,308.01144,51.805073,0,3.971993,,,0
Argentina,ARG,1970,11.722598,278.4355,58.5445,0,4.6044087,,,0.17953554
Argentina,ARG,1971,10.277542,296.5011,63.202774,0,4.5719438,,,0.18831056
Argentina,ARG,1972,8.651295,295.1862,70.92442,0,4.443309,,,0.24269499
Argentina,ARG,1973,9.496522,297.19864,80.70777,0,8.863367,,,0.19143721
Argentina,ARG,1974,11.825921,297.124,85.4244,2.9396653,14.769164,,,0.19473471
Argentina,ARG,1975,11.51094,280.82806,87.525,7.142025,15.360892,,,0.20427027
Argentina,ARG,1976,11.642586,290.2354,98.51425,7.298088,14.829011,,,0.194605
Argentina,ARG,1977,11.008503,305.6577,102.890495,4.6450114,17.052307,,,0.20431082
Argentina,ARG,1978,13.419195,297.30927,100.070244,8.217443,22.906666,,,0.20421417
Argentina,ARG,1979,12.501674,319.8096,102.890495,7.6385903,31.512377,,,0.3032075
Argentina,ARG,1980,11.144589,297.0181,112.12925,6.639785,44.77142,,,0.31608444
Argentina,ARG,1981,10.560467,278.5258,117.18625,7.990442,43.42278,,,0.27777916
Argentina,ARG,1982,10.666076,265.01834,133.13525,5.306153,52.01993,,,0.3670186
Argentina,ARG,1983,9.679963,268.31186,143.152,9.661737,54.463337,,,0.49471387
Argentina,ARG,1984,7.185223,255.45346,152.39075,13.168906,58.778633,,,0.36706665
Argentina,ARG,1985,10.599606,237.50685,155.69725,16.36111,61.071068,,,0.38308498
Argentina,ARG,1986,12.109348,249.74571,168.2425,16.205048,62.18621,,,0.39580223
Argentina,ARG,1987,13.439672,266.5798,168.33974,18.344534,64.795074,,,0.33832997
Argentina,ARG,1988,13.772349,268.36047,196.6395,16.451912,45.121124,,,0.3925175
Argentina,ARG,1989,14.902768,246.34749,206.55899,14.298237,38.994976,,,0.33837858
Argentina,ARG,1990,12.266131,229.97305,197.32025,20.659946,52.377666,0,0,0.42463276
Argentina,ARG,1991,10.794012,240.28345,200.91849,22.007765,46.925213,0,0,0.4182047
Argentina,ARG,1992,12.168163,252.70636,217.25648,20.092442,56.670963,0,0,0.41494164
Argentina,ARG,1993,8.069987,247.78004,229.41273,21.99074,70.28262,0,0,0.30643585
Argentina,ARG,1994,7.065107,261.49545,235.83125,23.366934,80.68641,0,0,0.3160422
Argentina,ARG,1995,7.414152,259.54364,262.47775,20.049881,78.3711,0,0,0.37992388
Argentina,ARG,1996,7.766816,259.82446,301.18326,21.165024,66.44853,0.028440276,0,0.7119275
Argentina,ARG,1997,6.1277137,275.29974,277.55148,22.589457,82.57294,0.04314833,0,0.5706336
Argentina,ARG,1998,8.23741,283.28546,296.70972,21.147999,78.28777,0.09622333,0.00005026889,0.6604455
Argentina,ARG,1999,9.885469,287.10687,314.701,20.163382,63.270077,0.10284694,0.00007688166,0.8363575
Argentina,ARG,2000,7.512647,264.93796,322.96722,17.527328,84.49667,0.102779165,0.00010645166,1.2322811
Argentina,ARG,2001,6.1568522,245.34851,302.35025,19.899952,107.4648,0.14501223,0.000126325,1.1587647
Argentina,ARG,2002,4.5862966,232.86867,294.37573,16.304049,104.4325,0.21425694,0.00013718527,1.691805
Argentina,ARG,2003,5.593865,237.5023,336.2905,21.055779,98.02586,0.22607638,0.00018850806,2.8110504
Argentina,ARG,2004,9.519818,254.68643,368.09125,21.759527,87.78204,0.20876417,0.00020171555,2.7692764
Argentina,ARG,2005,10.961645,266.6645,392.89,18.885078,97.97495,0.20536307,0.00023193638,2.9256546
Argentina,ARG,2006,9.9238205,281.325,406.505,21.081717,108.16867,0.19815388,0.00025608638,3.340032
Argentina,ARG,2007,14.36036,312.6087,427.12198,19.682814,88.27875,0.17416167,0.00030792778,3.4183764
Argentina,ARG,2008,17.516068,316.19568,431.88724,19.938072,87.67296,0.117885,0.00040380552,3.8497345
Argentina,ARG,2009,9.620937,302.02786,418.3556,21.929417,96.67863,0.10285972,0.00021248082,3.7953258
Argentina,ARG,2010,13.472079,327.43576,420.87415,19.20336,92.593056,0.07036527,0.00023839444,4.3968244
Argentina,ARG,2011,14.618645,339.91183,438.3979,16.94204,86.033966,0.07335416,0.004452472,4.4356213
Argentina,ARG,2012,13.669181,360.51144,456.64206,16.844624,79.966896,1.0141377,0.022409748,4.638603
Argentina,ARG,2013,14.939302,382.57983,460.2769,16.233166,89.3157,1.2355814,0.041083056,4.8742037
Argentina,ARG,2014,15.891717,379.9156,461.54977,14.334412,87.82,1.6782616,0.043193888,4.733484
Argentina,ARG,2015,15.814129,387.81003,466.52567,18.18994,87.08391,1.5978347,0.03954083,4.7479925
Argentina,ARG,2016,12.188642,375.905,482.1001,21.283125,79.64933,1.4653004,0.038209442,3.7572882
Argentina,ARG,2017,12.525288,371.47742,483.00027,15.547312,84.081566,1.6275572,0.043690275,4.66604
Argentina,ARG,2018,13.709147,354.6256,487.0214,17.446835,85.40055,3.7377324,0.2860825,4.524067
Argentina,ARG,2019,8.123962,321.83243,465.58914,21.353771,72.50111,13.169229,2.1079817,4.7105803
Argentina,ARG,2020,10.015325,288.1951,439.31244,25.229185,62.16348,24.71506,3.5306728,7.0213385
Argentina,ARG,2021,14.052401,350.8908,459.3407,25.535618,51.412483,33.85339,5.763542,7.1941695
Argentina,ARG,2022,14.891581,411.80594,458.52835,18.686298,59.363388,36.930042,7.665182,7.5106187
Argentina,ARG,2023,12.793747,391.43518,449.364,22.342176,77.6654,37.60226,8.501062,7.2645535
Asia,,1965,2604.784,2249.215,94.06829,0.07093778,422.57114,0,0,0.31922054
Asia,,1966,2753.783,2581.3262,108.5181,1.6571085,440.72614,0,0,0.38944888
Asia,,1967,2667.2107,2914.7913,126.20213,1.7847968,411.7628,0,0,0.5522514
Asia,,1968,2708.1685,3263.2773,148.63728,2.9623656,457.68658,0,0,0.5714044
Asia,,1969,3056.8271,3828.2593,183.46782,5.12677,475.1415,0,0,0.5682125
Asia,,1970,3440.9536,4448.1787,218.32819,16.71053,486.36957,0,0,1.2185819
Asia,,1971,3697.763,4877.7363,249.0073,25.625261,532.02374,0,0,1.185687
Asia,,1972,3842.575,5359.248,276.8038,30.09737,550.21124,0,0,1.2640164
Asia,,1973,3932.5076,6035.336,338.3526,34.164936,511.50867,0,0,1.3495872
Asia,,1974,4027.638,5968.027,400.50272,62.50484,582.5669,0,0,1.5334555
Asia,,1975,4352.3564,6064.0723,459.15326,79.10505,627.5821,0,0,1.7763042
Asia,,1976,4453.9956,6553.7173,511.22632,105.70347,645.5118,0,0,1.5568823
Asia,,1977,4754.6685,6917.457,619.92474,96.498856,634.11053,0,0,2.2133296
Asia,,1978,4987.2344,7268.521,733.8824,189.37021,667.8612,0,0,2.7942965
Asia,,1979,5233.9395,7445.74,894.37683,233.45267,722.0882,0,0,5.3907022
Asia,,1980,5541.4194,7003.3037,932.26636,274.6574,773.687,0,0,9.333409
Asia,,1981,5723.564,6927.8486,957.2912,295.1559,825.0414,0,0,14.798612
Asia,,1982,5951.464,6932.0156,1022.44794,345.1878,817.2095,0,0,42.29964
Asia,,1983,6326.967,7244.4023,1100.335,412.8858,854.6579,0,0,49.01774
Asia,,1984,6892.806,7398.5444,1352.9961,496.60992,856.65027,0,0,53.77062
Asia,,1985,7993.0044,8199.984,2157.7676,610.6749,1014.9105,0,0,57.26953
Asia,,1986,8322.275,8377.557,2427.4707,649.5678,1022.66174,0,0,60.160397
Asia,,1987,8908.044,8769.265,2586.5627,768.97906,1059.5361,0,0,61.22988
Asia,,1988,9504.191,9368.983,2777.177,725.6453,1217.4243,0,0,66.09723
Asia,,1989,9890.94,9777.364,3012.6265,757.5465,1245.4968,0,0,71.40918
Asia,,1990,10069.819,10284.421,3132.371,814.75977,1313.2976,0.09853655,0.011827972,57.29667
Asia,,1991,10463.952,10684.44,3316.2595,870.17255,1327.7706,0.3637123,0.011827972,58.456844
Asia,,1992,10792.991,11303.52,3529.3784,893.3349,1337.416,0.6528531,0.045833275,59.269096
Asia,,1993,11289.662,11763.414,3513.7244,989.9413,1486.4501,0.91622543,0.084274136,58.701927
Asia,,1994,11828.354,12371.797,3796.995,1056.8002,1474.667,1.70937,0.1064517,69.29771
Asia,,1995,12008.845,12968.518,4033.9556,1165.0416,1591.9305,3.2958343,0.14640085,83.91485
Asia,,1996,12512.806,13533.252,4316.7417,1230.6072,1581.2709,2.88862,0.21456084,84.948204
Asia,,1997,12531.089,14183.697,4538.376,1309.1163,1575.7019,3.5361347,0.34409136,96.01901
Asia,,1998,12510.558,13913.754,4738.891,1362.2074,1669.6692,4.3112326,0.49475983,101.95432
Asia,,1999,12818.992,14329.453,5115.054,1385.1049,1626.3826,6.0019674,0.7264335,111.648735
Asia,,2000,13324.219,14911.58,5395.232,1424.5581,1675.512,7.0454373,1.1245414,122.53153
Asia,,2001,13950.597,15051.745,5743.8105,1433.7633,1796.6907,9.402452,1.623132,125.09182
Asia,,2002,15029.383,15423.102,6073.1133,1460.871,1848.9199,10.129173,2.243727,129.0302
Asia,,2003,17203.275,16043.241,6501.5645,1291.3638,1908.9304,13.323996,3.0481045,134.91095
